No,Harga,Desc,Lokasi,Tanah,Bangunan,Kamar,WC
1658,375000000,"rumah luas  harga  murah lokasi aman dan nyaman dii riung bandung, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",105,70,2,1
1659,175000000,"rumah murah lokasi sedang berkembang pesat di Bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",60,50,2,1
1660,450000000,"Rumah Merah Harga Murah Meriah Di Cempaka Arum-gdebage, Gede Bage, Bandung","Bandung, Gede Bage",84,60,2,1
1661,450000000,"rumah siap huni lokasi strategis di cempaka arum gedebage bandung timur, Gede Bage, Bandung","Bandung, Gede Bage",84,70,3,1
1662,900000000,"rumah baru 2 lantai siap huni lokasi strategis di riung bandung timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",120,150,4,3
1663,695000000,"rumah murah lokasi strategis di kawaluyaan soekarno hatta, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",90,140,4,3
1664,750000000,"rummah siap huni bangunan kokoh dan terawat di bandung timur, Cibiru, Bandung","Bandung, Cibiru",120,150,4,1
1665,675000000,"rumah menghadap taman di cluster adipura gede bage bandung timuur, Gede Bage, Bandung","Bandung, Gede Bage",90,70,3,1
1666,725000000,"rumah luas  harga murah lokasi strategis di margahayu bandung timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",144,120,3,2
1667,"1,3 M","MURAH Rumah luas siap huni di metro margahayu, Margahayu, Bandung","Bandung, Margahayu",225,180,4,3
1668,630000000,"rumah murah lokasi bagus  dan strategis di riung bandung, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",205,120,3,2
1669,"6,5 M","Rumah Mewah di Arcamanik Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",500,375,5,3
1670,680000000,"Rumah Murah STRATEGIS Lokasi Ujung Berung Neglasari Bandung, Ujungberung, Bandung","Bandung, Ujungberung",103,103,4,2
1671,"1,5 M","Rumah Murah Kawasan Elit Di Kota Bandung, Batununggal, Bandung","Bandung, Batununggal",126,90,3,2
1672,750000000,"Rumah Murah 2 Rumah Harga 1 Rumah View Bandung, Arcamanik, Bandung","Bandung, Arcamanik",200,130,5,5
1673,600000000,"Rumah cantik di lingkungan Komplek Gondangdia, daerah Ujung Berung Bandung Timur., Ujungberung, Bandung","Bandung, Ujungberung",100,50,2,1
1674,750000000,"Rumah Nuansa Valley Regency, Cicaheum, Bandung","Bandung, Cicaheum",200,130,5,5
1675,"2,1 M","Rumah Murah Kota Bandung, Margahayu, Bandung","Bandung, Margahayu",200,135,4,2
1676,"1,55 M","Rumah Cluster 2Lantai Di Bandung Posisi Hoek Menghadap Kiblat Bernuansa Bali, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",131,91,3,3
1677,920000000,"Rumah Ckuster 2Lantai Bernuansa Bali Di Bandung, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",72,72,3,3
1678,630000000,"Rumah di daerah arcamanik bandung, Arcamanik, Bandung","Bandung, Arcamanik",84,36,2,1
1679,360000000,"rumah murah dp 20 juta di bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
1680,360000000,"rumah murah dp 20 juta di bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
1681,900000000,"Rumah mewah siapa cepat dia dapat makin di tunda makin mahal, Ujungberung, Bandung","Bandung, Ujungberung",143,80,3,2
1682,"1,2 M","Rumah hunian suasana pegunungan, Bandung Kota, Bandung","Bandung, Bandung Kota",233,80,3,2
1683,900000000,"Rumah 2 lantai dalam cluster bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",105,170,5,3
1684,900000000,"Rumah modern minimalis bandung timur, Cibiru, Bandung","Bandung, Cibiru",250,238,4,3
1685,1 M,"Rumah cantik nan elegan spesifikasi menakjukan, Cileunyi, Bandung","Bandung, Cileunyi",191,100,3,2
1686,750000000,"Rumah Ornamen Kayu Jati Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",100,200,4,3
1687,600000000,"Rumah Murah, Strategis, dan Bebas Banjir di Bandung Timur, Antapani, Bandung","Bandung, Antapani",126,90,2,2
1688,388000000,"Rumah minimalis cantik di Cipadung, Bandung Kota, Bandung","Bandung, Bandung Kota",62,36,2,1
1689,900000000,"Rumah minimalis bisa dijadikan hunian pribadi atau tempat usaha, Ujungberung, Bandung","Bandung, Ujungberung",143,80,3,2
1690,1 M,"Rumah minimalis modern Full Furnished di Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",238,250,4,3
1691,900000000,"Rumah hook cocok untuk usaha di Bandung Timur, Bandung Kota, Bandung","Bandung, Bandung Kota",138,150,3,2
1692,"2,2 M","rumah klasis dan unik dan murah arcamanik bandung, Arcamanik, Bandung","Bandung, Arcamanik",375,200,3,2
1693,505000000,"Hunian berkualitas di Bandung timur., Ciwastra, Bandung","Bandung, Ciwastra",81,36,2,1
1694,"1,5 M","Booking Sekarang Juga Summarecon Bandung, Gede Bage, Cluster, Gede Bage, Bandung","Bandung, Gede Bage",112,93,2,1
1695,"2,15 M","ANTAPANI_Arcamanik Perluasan, 6kt/3km, 3Garasi, Semi furnish,Multi Akses, Antapani, Bandung","Bandung, Antapani",220,360,6,3
1696,"6,5 M","Kantor+Rumah, jalan raya a h nasution, SANGAT KOMERSIAL berkembang pesat, SHM+IMB, Ujungberung, Bandung","Bandung, Ujungberung",945,400,4,3
1697,570000000,"MURAH, Di perumahan BUMI PASUNDAN, 500m dari a h nasution, SIAP HUNI, Ujungberung, Bandung","Bandung, Ujungberung",120,170,4,3
1698,"2,8 M","SETRADUTA, Murah!, di lay out bangunan bagus, dkt pos keamanan, Setra Duta, Bandung","Bandung, Setra Duta",190,100,4,2
1699,690000000,"Gede Bage  dkt SUMMARECON_ Perumahan Di Sentral Pengembangan Bandung Timur, Gede Bage, Bandung","Bandung, Gede Bage",95,180,4,2
1700,6 M,"CILEUNYI, Lapangan Futsal +rumah 2lantai + Gazebo,_produktif, Jatinangor, Bandung","Bandung, Jatinangor",1864,1122,8,7
1701,"70,218,000,000","Rumah Cantik Lingkungan Resik Bonus Menarik, Rancasari, Bandung","Bandung, Rancasari",72,42,2,1
1702,380000000,"Rumah Cantik Lingkungan Resik di Cileunyi Bandung, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
1703,"1,55 M","The Billabong Soeta ( Murah Di Bawah Pasaran ) Furnish, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",131,91,4,4
1704,920000000,"Rumah Strategis Di Kota Bandung Nuansa Bali ., Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",70,70,3,3
1705,766000000,"Rumah Minimalis di Clusteur DP Min 45 Juta Lokasi dekat STT Telkom, Transmart Buah Batu, Buah Batu, Bandung","Bandung, Buah Batu",105,54,2,1
1706,975000000,"Rumah Keren dipinggir jalan Dp Ringan di Arcamanik,AH Nasution, Arcamanik, Bandung","Bandung, Arcamanik",129,60,3,2
1707,580000000,"Rumah Bisa Over Kredit di Kawasan Elite Bandung Timur Margahayu, Ciwastra,Soekarno Hatta, Margahayu, Bandung","Bandung, Margahayu",78,40,2,1
1708,680000000,"Rumah Baru, Banyak Bonusnya DP Ringan 15 Menit ke Transmart Buah Batu, Ciganitri, Buah Batu, Bandung","Bandung, Buah Batu",96,45,2,1
1709,530000000,"Rumah dekat Tol Buah Batu konsep Cluster harga ekonomis, Buah Batu, Bandung","Bandung, Buah Batu",72,36,2,1
1710,530000000,"Rumah DP Ringan Banyak Bonusnya di Terusan Buah Batu,Ciganitri,Logam, Buah Batu, Bandung","Bandung, Buah Batu",72,36,2,1
1711,580000000,"Rumah Asri Blok baru di bandung timur,Jatihandap,Cicaheum,Padasuka,Arcamanik,Suci, Bandung Kota, Bandung","Bandung, Bandung Kota",72,42,2,1
1712,730000000,"Rumah Cantik Berkelas di Margahayu,Saturnus,Riung Bandung,Soekarno Hatta,Gedebage, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",81,45,2,1
1713,"2,2 M","Rumah Murah Siap Huni di komplek Tamansari, Arcamanik, Bandung","Bandung, Arcamanik",442,300,6,4
1714,"1,1 M","Rumah Cantik Minimalis Type Estillo Dalam Komplek siap huni, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",90,85,3,2
1715,800000000,"Rumah Mewah Murah Siap Huni di Bandung Timur Kota bandung, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",86,150,4,3
1716,345000000,"Rumah murah,strategis cicilan 2 jt an di ujung berung,sindanglaya,arcamanik bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",60,30,2,1
1717,"3,8 M","RUMAH KOS MEWAH AKTIF FULL JATINANGOR DEKAT BANDUNG TIMUR TURUN HARGA!!, Jatinangor, Sumedang","Sumedang, Jatinangor",650,650,30,30
1718,630000000,"kavling rumah siap bangun full bandung timur bisa KPR, Ujungberung, Bandung","Bandung, Ujungberung",119,50,2,1
1719,750000000,"rumah modern minimalis cijambe kodya bandung timur, Mandalajati, Bandung","Bandung, Mandalajati",127,127,4,2
1720,"1,2 M","rumah kos siap huni di cijambe bandung timur bisa KPR, Sukasari, Bandung","Bandung, Sukasari",148,180,10,10
1721,300000000,"Rumah Di taman Cileunyi, Cileunyi, Bandung","Bandung, Cileunyi",90,45,2,1
1722,450000000,"Rumah minimalis Ujung berung Kota bandung, Ujungberung, Bandung","Bandung, Ujungberung",85,36,2,1
1723,580000000,"Rumah Siap Huni Ciganitri, Buah Batu Bandung Timur, Buah Batu, Bandung","Bandung, Buah Batu",104,70,2,1
1724,"2,98 M","Rumah Mewah di Hunian Terbaik Bandung Timur, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",225,175,5,4
1725,995000000,"Rumah bagus dan Murah di komplek bagus di Bumi Panyawangan, Cileunyi, Bandung","Bandung, Cileunyi",151,200,3,2
1726,650000000,"Rumah Cantik Terawat Jingga Residence Ciwastra, Ciwastra, Bandung","Bandung, Ciwastra",84,48,2,1
1727,"1,96 M","Rumah Mewah CASH BACK 100 Jt di Hunian Terbaik di  Bandung Timur, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",180,120,3,2
1728,"1,17 M","Rumah Mewah CASH BACK 75 Jt   Hunian Terbaik di Bandung Timur, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",95,82,3,2
1729,620000000,"Komplek Bumi Ciwastra Townhouse, Ciwastra, Bandung","Bandung, Ciwastra",122,55,2,1
1730,199000000,"Rumah Bandung Timur View eksotis, Cileunyi, Bandung","Bandung, Cileunyi",60,30,2,1
1731,"2,9 M","Rumah 5 Kamar 175m2 - Grand Sharon Residence, Cipamokolan, Soekarno Hatta, Bandung, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",225,175,5,4
1732,950000000,"rumah siap huni di margahayu metro mtc dekat r.s al-islam, Margahayu, Bandung","Bandung, Margahayu",110,115,4,2
1733,338000000,"Rumah Exlusive di GRAND ZAMZAM RESIDENCE Dangdeur Rancaekek, Rancaekek, Bandung","Bandung, Rancaekek",72,36,2,1
1734,495000000,"rumah modern minimalis cilengkrang 1 bisa KPR kodya bandung, Cilengkrang, Bandung","Bandung, Cilengkrang",72,36,2,1
1735,550000000,"RUMAH MINIMALIS SEMI FURNISHED PERMATA RANCASAWO MARGAHAYU BANDUNG, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",90,84,2,1
1736,526000000,"rumah sindanglaya, mulai dari 500 jutaan, Arcamanik, Bandung","Bandung, Arcamanik",90,36,2,1
1737,2 M,"Rumah diujung berung lokasi strategis, Ujungberung, Bandung","Bandung, Ujungberung",145,200,5,3
1738,650000000,"Rumah Murah Sudah Renov Di Ciganitri Bandung Timur, Buah Batu, Bandung","Bandung, Buah Batu",115,100,3,2
1739,"1,38 M","Hunian Asri di Bandung City View Arcamanik Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",156,70,2,1
1740,795000000,"Rumah Cluster Baru di Arcamanik, Arcamanik, Bandung","Bandung, Arcamanik",133,70,2,1
1741,900000000,": Rumah Baru Renovasi Siap huni di Bandung Timur, Margahayu, Bandung","Bandung, Margahayu",110,115,4,2
1742,700000000,"Rumah minimalis siap huni di Grand Sharon Bandung, Bandung Kota, Bandung","Bandung, Bandung Kota",72,42,2,1
1743,1 M,"Rumah minimalis Full Furnished Beserta isi-isinya, Cibiru, Bandung","Bandung, Cibiru",238,250,4,3
1744,1 M,"Rumah Modern Murah Beserta isi-isi nya, Cibiru, Bandung","Bandung, Cibiru",238,250,4,3
1745,900000000,"Rumah minimalis posisi hook cocok untuk usaha Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",138,150,3,2
1746,900000000,"Rumah cluster lux minimalis dan berdesain unik di bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",143,80,3,2
1747,900000000,"Rumah hook cocok untuk usaha di bandung timur, Bandung Kota, Bandung","Bandung, Bandung Kota",138,150,3,2
1748,410000000,"Rumah cantik modern design, rapi dan bagus di komplek taman cileunyi bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",70,100,3,2
1749,900000000,"Rumah mewah siapa cepat dia dapat main di tunda makin mahal, Ujungberung, Bandung","Bandung, Ujungberung",143,80,3,2
1750,900000000,"Rumah mewah bisa dijadikan hunian pribadi atau tempat usaha, Ujungberung, Bandung","Bandung, Ujungberung",143,80,3,2
1751,"1,2 M","Rumah hunian pegunungan, Bandung Kota, Bandung","Bandung, Bandung Kota",233,80,3,2
1752,900000000,"Rumah 2 lantai dalam cluster bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",105,170,5,3
1753,650000000,"Rumah Cantik Dalam Kompek Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",108,92,2,1
1754,1 M,"Rumah cantik nan elegan spesifikasi menakjubkan, Cileunyi, Bandung","Bandung, Cileunyi",191,100,3,2
1755,209000000,"Rumah Minimalis Murah Bandung Timur, Cileunyi, Bandung","Bandung, Cileunyi",66,36,2,1
1756,750000000,"Rumah 2 Lantai Murah bandung, Cileunyi, Bandung","Bandung, Cileunyi",110,200,4,3
1757,"3,978,000,000","Rumah Strategis bandung Timur, Dekat Pemerintahan Dan Perdagangan, Cibiru, Bandung","Bandung, Cibiru",36,63,2,1
1758,900000000,"Rumah Siap Huni Bandung Timur, Bisa Take Over KPR, Cibiru, Bandung","Bandung, Cibiru",108,80,3,3
1759,352000000,"Rumah Villa Bandung, Dekat Kawasan Jatinangor, Jatinangor, Bandung","Bandung, Jatinangor",70,42,2,1
1760,709000000,"Rumah Di Kawasan Elit, Fasilitas Banyak, Bandung Kota, Bandung","Bandung, Bandung Kota",72,42,2,1
1761,"6,626,000,000","Hunian Exclusive di Bandung Harga Miring, Margahayu, Bandung","Bandung, Margahayu",72,42,2,1
1762,"2,75 M","Kontrakan Murah, Gratis Rumah Mewah Dengan Tanah Luas Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",814,250,30,8
1763,459000000,"Rumah 400 jt an Kota Bandung, Ciwastra, Bandung","Bandung, Ciwastra",81,45,2,1
1764,"2,2 M","Rumah second nuansa Maroko di Arcamanik Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",375,200,2,2
1765,550000000,"Rumah Murah Riung Bandung, Margahayu, Bandung","Bandung, Margahayu",130,100,3,2
1766,510000000,"Rumah Harga 500 jt an Bandung Timur, Ciwastra, Bandung","Bandung, Ciwastra",90,50,2,1
1767,"1,58 M","Rumah cantik tipe minimalis, Cibiru, Bandung","Bandung, Cibiru",228,245,5,4
1768,"1,75 M","Rumah dalam komplek elite Antapani BDG Timur, Antapani, Bandung","Bandung, Antapani",114,131,4,3
1769,600000000,"Rumah Murah Bandung Timur, 600 jt an, Margahayu, Bandung","Bandung, Margahayu",66,96,2,1
1770,650000000,"Kosan cantik nyaman asri lokasi cisaranten kulon  Bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",92,150,4,4
1771,395000000,"Rumah Minimalis Dalam Cluster Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",75,38,2,1
1772,750000000,"Rumah murah cisaranten Bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",86,150,5,3
1773,750000000,"Rumah Minimalis Di Bandung Timur, Belakang UIN, Cibiru, Bandung","Bandung, Cibiru",110,70,3,2
1774,595000000,"Rumah second dalam komplek Daerah Gedebage Bandung Timur, Gede Bage, Bandung","Bandung, Gede Bage",84,40,2,1
1775,850000000,"Rumah minimalis di Bandung Timur, Cileunyi, Bandung","Bandung, Cileunyi",120,80,2,1
1776,170000000,"Rumah Murah Padalarang dikawasan Berkembang, Padalarang, Bandung","Bandung, Padalarang",60,30,2,1
1777,395000000,"Rumah Minimalis Murah dalam Komplek Perumahan-MS, Cilengkrang, Bandung","Bandung, Cilengkrang",75,38,2,1
1778,900000000,"Rumah 2 Lantai Strategis Bandung Timur, Cileunyi, Bandung","Bandung, Cileunyi",105,170,5,3
1779,459000000,"Rumah Murah Kotamadya Bandung Timur, Ciwastra, Bandung","Bandung, Ciwastra",81,45,2,1
1780,925000000,"Rumah sayap Soekarno Hatta Bandung Timur, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",147,225,6,3
1781,460000000,"Rumah Cantik Minimalis Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",90,40,2,1
1782,700000000,"Rumah Minimalis Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",110,70,3,1
1783,950000000,"Rumah minimalis di kawasan asri, hijau, tenang, nyaman dan aman, Bumi Panyawangan , cileunyi, bandung  Inbox x, Cileunyi, Bandung","Bandung, Cileunyi",105,90,4,2
1784,459000000,"Rumah 400 jt an Kotamadya Bandung, Ciwastra, Bandung","Bandung, Ciwastra",81,45,2,1
1785,"2,3 M","Rumah sayap Jl. Terusan Jakarta Antapani Bandung timur, Antapani, Bandung","Bandung, Antapani",167,200,4,3
1786,"2,75 M","Rumah Lux dan Ruang Usaha Terpisah Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",395,500,5,7
1787,"1,75 M","Town House di Arcamanik Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",120,130,3,3
1788,"2,78 M","Hunian Eksclusive Bandung, Margahayu, Bandung","Bandung, Margahayu",225,175,3,2
1789,450000000,"Rumah Toko Murah Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",56,102,2,2
1790,870000000,"Rumah Minimalis, Mewah Bandung Timur, Cileunyi, Bandung","Bandung, Cileunyi",77,120,3,1
1791,"3,988,000,000","Hunian Dekat Kawasan Pendidikan Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",72,72,2,1
1792,625000000,"Rumah Minimalis Murah Dalam Cluster Pasir Impun, Mandalajati, Bandung","Bandung, Mandalajati",105,45,2,1
1793,707000000,"Rumah 2 Lantai Murah Bandung Timur, Padasuka, Bandung","Bandung, Padasuka",92,64,3,2
1794,300000000,"Rumah Minimalis Bandung Timur Sumedang, Jatinangor, Bandung","Bandung, Jatinangor",60,36,2,1
1795,491000000,"Rumah 500 Jt an Kotamadya Bandung, sisa beberapa unit, Cibiru, Bandung","Bandung, Cibiru",72,38,2,1
1796,338000000,"Rumah Baru Exlusive di Bandung Timur, Dangdeur Rancaekek, Rancaekek, Bandung","Bandung, Rancaekek",72,36,2,1
1797,"2,2 M","Rumah Lux Minimalis Dekat UIN Cibiru Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",196,300,15,5
1798,380000000,"Rumah Villa Murah, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
1799,"3,2 M","Rumah Istimewa di Antapani, Bandung Timur - Full Furnished, Siap Huni, Antapani, Bandung","Bandung, Antapani",200,360,4,3
1800,130000000,"Rumah KPR Subsidi Cicilan dibawah 1 juta Di Bandung Timur, Rancaekek, Bandung","Bandung, Rancaekek",72,36,2,1
1801,491000000,"Rumah 500 Jt an Kotamadya Bandung, sisa beberapa unit, Cibiru, Bandung","Bandung, Cibiru",72,38,2,1
1802,338000000,"Rumah Baru Exlusive di Bandung Timur, Dangdeur Rancaekek, Rancaekek, Bandung","Bandung, Rancaekek",72,36,2,1
1803,"2,2 M","Rumah Lux Minimalis Dekat UIN Cibiru Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",196,300,15,5
1804,380000000,"Rumah Villa Murah, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
1805,"3,2 M","Rumah Istimewa di Antapani, Bandung Timur - Full Furnished, Siap Huni, Antapani, Bandung","Bandung, Antapani",200,360,4,3
1806,130000000,"Rumah KPR Subsidi Cicilan dibawah 1 juta Di Bandung Timur, Rancaekek, Bandung","Bandung, Rancaekek",72,36,2,1
1807,"1,1 M","Kompek Taman Raflesia Kawaluyaan Bandung (BU) Rp.1.1M, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",200,156,6,3
1808,850000000,"Rumah Cantik Arcamanik Cisaranten Guruminda Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",140,120,3,2
1809,525000000,"Rumah Baru Cluster 100 rumah Bandung Timur Arcamanik Ujungberung Cisaranten, Ujungberung, Bandung","Bandung, Ujungberung",80,40,2,1
1810,"1,1 M","Rumah Asri Lingkungan Aman Nyaman Grand Sharon, Margahayu, Bandung","Bandung, Margahayu",127,70,3,2
1811,376000000,"Rumah Murah Minimalis Strategis Kawasan Bandung Timur, Rancaekek, Bandung","Bandung, Rancaekek",84,36,2,1
1812,790000000,"Hunian Nyaman Dan Strategis di Bandung Grand Sharon Residence, Margahayu, Bandung","Bandung, Margahayu",95,45,2,1
1813,"2,1 M","Rumah Plus Tempat Usaha di Bandung Timur, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",80,180,4,3
1814,650000000,"Rumah di Antapani, Arcamanik, Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",96,54,3,1
1815,"4,5 M","Rumah di Antapani, Arcamanik, Bandung Timur, Antapani, Bandung","Bandung, Antapani",200,350,6,3
1816,"1,2 M","Rumah di Antapani, Arcamanik, Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",169,240,5,5
1817,"1,6 M","Rumah di Antapani, Arcamanik, Bandung Timur, Antapani, Bandung","Bandung, Antapani",180,115,3,3
1818,"1,5 M","Rumah di Antapani, Arcamanik, Bandung Timur, Antapani, Bandung","Bandung, Antapani",111,160,3,2
1819,"1,45 M","Rumah di Antapani, Arcamanik, Bandung Timur, Antapani, Bandung","Bandung, Antapani",120,90,3,2
1820,2 M,"Rumah di Antapani, Arcamanik, Bandung Timur, Antapani, Bandung","Bandung, Antapani",183,140,3,3
1821,"1,3 M","Rumah di Buana Soeta, Bandung Timur, Gede Bage, Bandung","Bandung, Gede Bage",123,100,4,2
1822,"1,1 M","Rumah MURAH di Antapani, Arcamanik, Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",78,125,3,3
1823,"2,4 M","Rumah di Antapani, Arcamanik, Bandung Timur, Antapani, Bandung","Bandung, Antapani",240,380,6,4
1824,"2,5 M","Rumah di Pasir Impun – LT 195 LB 350, Bandung Wetan, Bandung","Bandung, Bandung Wetan",350,195,3,2
